0	37.2001	0.1770	18.4962	0.0119
1	63.0058	0.4224	63.0058	0.4224
2	50.5443	0.2784	50.5443	0.2784
3	48.4301	0.1027	48.4301	0.1027
4	39.9686	0.0292	39.9686	0.0292
