Index	X	Acquisition
0	-2.81232614386501	10
1	-2.78350594966904	24
2	-2.75468575547306	40
3	-2.72586556127708	45
4	-2.6970453670811	42
5	-2.66822517288512	32
6	-2.63940497868915	30
7	-2.61058478449317	38
8	-2.58176459029719	28
9	-2.55294439610121	43
10	-2.52412420190523	38
11	-2.49530400770925	40
12	-2.46648381351328	40
13	-2.4376636193173	53
14	-2.40884342512132	42
15	-2.38002323092534	35
16	-2.35120303672936	36
17	-2.32238284253339	46
18	-2.29356264833741	34
19	-2.26474245414143	30
20	-2.23592225994545	48
21	-2.20710206574947	44
22	-2.1782818715535	32
23	-2.14946167735752	38
24	-2.12064148316154	37
25	-2.09182128896556	40
26	-2.06300109476958	30
27	-2.03418090057361	34
28	-2.00536070637763	36
29	-1.97654051218165	41
30	-1.94772031798567	42
31	-1.91890012378969	43
32	-1.89007992959371	29
33	-1.86125973539774	30
34	-1.83243954120176	39
35	-1.80361934700578	39
36	-1.7747991528098	55
37	-1.74597895861382	48
38	-1.71715876441785	51
39	-1.68833857022187	48
40	-1.65951837602589	41
41	-1.63069818182991	41
42	-1.60187798763393	44
43	-1.57305779343796	25
44	-1.54423759924198	38
45	-1.515417405046	32
46	-1.48659721085002	42
47	-1.45777701665404	40
48	-1.42895682245807	44
49	-1.40013662826209	47
50	-1.37131643406611	31
51	-1.34249623987013	37
52	-1.31367604567415	32
53	-1.28485585147817	34
54	-1.2560356572822	36
55	-1.22721546308622	33
56	-1.19839526889024	28
57	-1.16957507469426	36
58	-1.14075488049828	29
59	-1.11193468630231	49
60	-1.08311449210633	37
61	-1.05429429791035	28
62	-1.02547410371437	32
63	-0.996653909518394	51
64	-0.967833715322416	36
65	-0.939013521126438	37
66	-0.910193326930459	39
67	-0.881373132734481	40
68	-0.852552938538503	43
69	-0.823732744342525	37
70	-0.794912550146547	34
71	-0.766092355950569	33
72	-0.737272161754591	48
73	-0.708451967558613	31
74	-0.679631773362635	35
75	-0.650811579166657	37
76	-0.621991384970679	34
77	-0.5931711907747	46
78	-0.564350996578722	45
79	-0.535530802382744	40
80	-0.506710608186766	36
81	-0.477890413990788	49
82	-0.44907021979481	45
83	-0.420250025598832	46
84	-0.391429831402853	49
85	-0.362609637206876	46
86	-0.333789443010898	36
87	-0.30496924881492	45
88	-0.276149054618941	42
89	-0.247328860422963	35
90	-0.218508666226985	40
91	-0.189688472031007	48
92	-0.160868277835029	43
93	-0.132048083639051	41
94	-0.103227889443073	41
95	-0.0744076952470945	33
96	-0.0455875010511164	35
97	-0.0167673068551383	47
98	0.0120528873752517	34
99	0.0408730829026909	38
100	0.0696932825246999	38
101	0.0985134891354989	40
102	0.12733370562931	36
