G	 4.134027        0.103432        0.470848        16.151482       1.649603        0.171834        3.799509        0.256724        poly,C=1.9,deg=5,e=3.8
phd	 6.905603        0.172776        0.470848        16.151482       1.640044        0.170838        6.624931        0.447630        sigmoid,C=1.2,deg=1,e=3.8
layr 6.905603        0.172776        0.470848        16.151482       1.640044        0.170838        6.624931        0.447630        sigmoid,C=1.2,deg=1,e=3.8
vcal 5.993575        0.149957        0.470848        16.151482       1.810270        0.188570        3.783982        0.255674        rbf,C=1.9,deg=1,e=3.8


