Index	X	Acquisition
0	-2.81232614386501	3
1	-2.78350594966904	16
2	-2.75468575547306	31
3	-2.72586556127708	36
4	-2.6970453670811	37
5	-2.66822517288512	26
6	-2.63940497868915	35
7	-2.61058478449317	35
8	-2.58176459029719	35
9	-2.55294439610121	34
10	-2.52412420190523	36
11	-2.49530400770925	29
12	-2.46648381351328	36
13	-2.4376636193173	34
14	-2.40884342512132	28
15	-2.38002323092534	31
16	-2.35120303672936	33
17	-2.32238284253339	32
18	-2.29356264833741	33
19	-2.26474245414143	44
20	-2.23592225994545	27
21	-2.20710206574947	23
22	-2.1782818715535	30
23	-2.14946167735752	45
24	-2.12064148316154	32
25	-2.09182128896556	33
26	-2.06300109476958	35
27	-2.03418090057361	26
28	-2.00536070637763	37
29	-1.97654051218165	34
30	-1.94772031798567	29
31	-1.91890012378969	29
32	-1.89007992959371	33
33	-1.86125973539774	27
34	-1.83243954120176	34
35	-1.80361934700578	22
36	-1.7747991528098	29
37	-1.74597895861382	30
38	-1.71715876441785	28
39	-1.68833857022187	36
40	-1.65951837602589	40
41	-1.63069818182991	28
42	-1.60187798763393	30
43	-1.57305779343796	24
44	-1.54423759924198	44
45	-1.515417405046	35
46	-1.48659721085002	46
47	-1.45777701665404	21
48	-1.42895682245807	30
49	-1.40013662826209	35
50	-1.37131643406611	35
51	-1.34249623987013	44
52	-1.31367604567415	33
53	-1.28485585147817	34
54	-1.2560356572822	40
55	-1.22721546308622	41
56	-1.19839526889024	42
57	-1.16957507469426	40
58	-1.14075488049828	40
59	-1.11193468630231	39
60	-1.08311449210633	28
61	-1.05429429791035	35
62	-1.02547410371437	43
63	-0.996653909518394	39
64	-0.967833715322416	35
65	-0.939013521126438	37
66	-0.910193326930459	34
67	-0.881373132734481	33
68	-0.852552938538503	30
69	-0.823732744342525	26
70	-0.794912550146547	27
71	-0.766092355950569	37
72	-0.737272161754591	36
73	-0.708451967558613	26
74	-0.679631773362635	29
75	-0.650811579166657	22
76	-0.621991384970679	45
77	-0.5931711907747	38
78	-0.564350996578722	35
79	-0.535530802382744	32
80	-0.506710608186766	38
81	-0.477890413990788	40
82	-0.44907021979481	39
83	-0.420250025598832	41
84	-0.391429831402853	35
85	-0.362609637206876	26
86	-0.333789443010898	30
87	-0.30496924881492	43
88	-0.276149054618941	29
89	-0.247328860422963	30
90	-0.218508666226985	32
91	-0.189688472031007	28
92	-0.160868277835029	33
93	-0.132048083639051	27
94	-0.103227889443073	36
95	-0.0744076952470945	31
96	-0.0455875010511164	32
97	-0.0167673068551383	27
98	0.0120528873752517	37
99	0.0408730829026909	31
100	0.0696932825246999	37
101	0.0985134891354989	31
102	0.12733370562931	37
103	0.156153934900352	40
104	0.184974179842847	34
105	0.213794443351015	33
106	0.242614728319078	42
107	0.271435037641255	39
108	0.300255374211767	36
109	0.329075740924835	17
110	0.35789614067468	40
111	0.386716576355523	27
112	0.415537050861583	30
113	0.444357567087083	24
114	0.473178127926242	32
115	0.501998736273281	43
116	0.530819395022421	36
117	0.559640107067882	34
118	0.588460875303886	34
119	0.617281702624653	37
120	0.646102591924404	25
121	0.674923546097359	27
122	0.703744568037739	35
123	0.732565660639765	29
124	0.761386826797657	42
125	0.790208069405636	28
126	0.819029391357924	25
127	0.84785079554874	37
128	0.876672284872305	40
129	0.90549386222284	37
130	0.934315530494566	39
131	0.963137292581703	24
132	0.991959151378472	34
133	1.02078110977909	41
134	1.04960317067779	41
135	1.07842533696878	39
136	1.10724761154628	38
137	1.13606999730452	36
138	1.16489249713772	44
139	1.19371511394009	47
140	1.22253785060586	29
141	1.25136071002925	34
142	1.28018369510448	42
143	1.30900680872576	45
144	1.33783005378733	36
145	1.3666534331834	43
146	1.39547694980819	35
147	1.42430060655592	31
148	1.45312440632082	32
149	1.4819483519971	37
150	1.51077244647898	48
151	1.53959669266069	36
152	1.56842109343645	55
153	1.59724565170047	41
154	1.62607037034698	44
155	1.6548952522702	37
156	1.68372030036434	33
157	1.71254551752364	37
158	1.74137090664231	42
159	1.77019647061456	32
160	1.79902221233463	36
161	1.82784813469673	50
162	1.85667424059508	42
163	1.88550053292391	35
164	1.91432701457743	39
165	1.94315368844987	52
166	1.97198055743544	43
167	2.00080762442837	31
168	2.02963489232287	49
169	2.05846236401317	39
170	2.08729004239349	44
171	2.11611793035805	34
172	2.14494603080107	38
173	2.17377434661677	35
174	2.20260288069938	37
175	2.2314316359431	31
176	2.26026061524217	45
177	2.2890898214908	39
178	2.31791925758321	46
179	2.34674892641363	39
180	2.37557883087627	49
181	2.40440897386536	42
182	2.43323935827512	29
183	2.46206998699976	65
184	2.49090086293351	52
185	2.51973198897059	46
186	2.54856336800523	56
187	2.57739500293163	65
188	2.60622689664402	53
189	2.63505905203662	64
190	2.66389147200366	61
191	2.69272415943935	75
192	2.72155711723791	58
193	2.75039034829356	63
194	2.77922385550054	53
195	2.80805764175304	50
196	2.83689170994531	60
197	2.86572606297155	46
198	2.89456070372599	46
199	2.92339563510285	43
200	2.95223085999635	47
201	2.9810663813007	44
202	3.00990220191014	41
203	3.03873832471888	46
204	3.06757475262114	41
205	3.09641148851115	50
206	3.12524853528311	40
207	3.15408589583126	50
208	3.18292357304982	41
209	3.211761569833	42
210	3.24059988907503	53
211	3.26943853367013	37
212	3.29827750651251	59
213	3.3271168104964	62
214	3.35595644851602	50
215	3.38479642346559	54
216	3.41363673823933	50
217	3.44247739573146	54
218	3.47131839883621	50
219	3.50015975044778	48
220	3.52900145346041	50
221	3.55784351076831	44
222	3.58668592526571	35
223	3.61552869984682	44
224	3.64437183740587	35
225	3.67321534083708	51
226	3.70205921303466	59
227	3.73090345689284	53
228	3.75974807530584	40
229	3.78859307116788	37
230	3.81743844737318	48
231	3.84628420681596	60
232	3.87513035239044	43
233	3.90397688699085	38
234	3.93282381351139	52
235	3.9616711348463	48
236	3.9905188538898	48
237	4.0193669735361	51
238	4.04821549667942	51
239	4.07706442621399	33
240	4.10591376503403	41
241	4.13476351603376	37
242	4.16361368210739	35
243	4.19246426614916	37
244	4.22131527105327	38
245	4.25016669971396	47
246	4.27901855502543	47
247	4.30787083988192	43
248	4.33672355717764	52
249	4.36557670980681	48
250	4.39443030066366	61
251	4.4232843326424	50
252	4.45213880863726	49
253	4.48099373154245	49
254	4.50984910425221	52
255	4.53870492966073	44
256	4.56756121066226	52
257	4.59641795015101	44
258	4.62527515102119	48
259	4.65413281616704	52
260	4.68299094848276	59
261	4.71184955086259	50
262	4.74070862620074	51
263	4.76956817739144	55
264	4.79842820732889	63
265	4.82728871890733	42
266	4.85614971502098	48
267	4.88501119856405	46
268	4.91387317243077	47
269	4.94273563951536	54
270	4.97159860271203	44
271	5.00046206491502	52
272	5.02932602901853	51
273	5.05819049791679	42
274	5.08705547450402	54
275	5.11592096167445	48
276	5.14478696232229	42
277	5.17365347934176	47
278	5.20252051562708	34
279	5.23138807407248	46
280	5.26025615757217	50
281	5.28912476902037	41
282	5.31799391131132	45
283	5.34686358733922	52
284	5.3757337999983	52
285	5.40460455218277	50
286	5.43347584678687	62
287	5.46234768670481	53
288	5.4912200748308	33
289	5.52009301405908	59
290	5.54896650728386	47
291	5.57784055739936	66
292	5.60671516729981	54
293	5.63559033987941	54
294	5.66446607803241	59
295	5.69334238465301	61
296	5.72221926263543	52
297	5.7510967148739	38
298	5.77997474426264	52
299	5.80885335369587	42
300	5.8377325460678	51
301	5.86661232427267	56
302	5.89549269120468	53
303	5.92437364975807	62
304	5.95325520282705	53
305	5.98213735330584	55
306	6.01102010408866	41
307	6.03990345806974	60
308	6.06878741814329	51
309	6.09767198720353	53
310	6.1265571681447	70
311	6.155442963861	47
312	6.18432937724665	53
313	6.21321641119588	52
314	6.24210406860292	67
315	6.27099235236197	46
316	6.29988126536726	50
317	6.32877081051301	53
318	6.35766099069344	70
319	6.38655180880278	79
320	6.41544326773523	61
321	6.44433537038503	56
322	6.4732281196464	76
323	6.50212151841355	68
324	6.5310155695807	66
325	6.55991027604209	61
326	6.58880564069191	48
327	6.61770166642441	67
328	6.64659835613379	71
329	6.67549571271429	80
330	6.70439373906011	65
331	6.73329243806548	69
332	6.76219181262462	75
333	6.79109186563176	80
334	6.81999259998111	69
335	6.84889401856689	79
336	6.87779612428332	74
337	6.90669892002463	71
338	6.93560240868504	70
339	6.96450659315876	75
340	6.99341147634002	72
341	7.02231706112303	84
342	7.05122335040202	88
343	7.08013034707121	84
344	7.10903805402482	89
345	7.13794647415707	85
346	7.16685561036218	88
347	7.19576546553438	99
348	7.22467604256787	102
349	7.25358734435689	82
350	7.28249937379565	100
351	7.31141213377838	113
352	7.34032562719929	107
353	7.3692398569526	127
354	7.39815482593255	127
355	7.42707053703333	136
356	7.45598699314919	166
357	7.48490419717434	205
358	7.51382215200299	217
359	7.54274086052938	216
360	7.57166032564771	284
361	7.60058055025222	292
362	7.62950153723711	402
363	7.65842328949662	462
364	7.68734580992497	593
365	7.71626910141637	837
366	7.74519316686504	1194
367	7.77411800916521	1609
368	7.80304363121109	1978
369	7.83197003589691	2412
370	7.86089722611689	2776
371	7.88982520476524	3285
372	7.9187539747362	3635
373	7.94768353892397	3936
374	7.97661390022279	4232
375	8.00554506152686	4603
376	8.03447702573042	4885
377	8.06340979572768	4968
378	8.09234337441286	5388
379	8.12127776468019	5326
380	8.15021296942388	5504
381	8.17914899153815	5599
382	8.20808583391724	5779
383	8.23702349945534	5737
384	8.2659619910467	5919
385	8.29490131158552	5890
386	8.32384146396603	5852
387	8.35278245108245	5877
388	8.381724275829	5971
389	8.4106669410999	5915
390	8.43961044978938	5937
391	8.46855480479164	6061
392	8.49750000900092	5950
393	8.52644606531143	5897
394	8.5553929766174	5941
395	8.58434074581304	5913
396	8.61328937579257	5981
397	8.64223886945022	5880
398	8.67118922968021	5823
399	8.70014045937675	5832
400	8.72909256143408	5770
401	8.7580455387464	5733
402	8.78699939420795	5866
403	8.81595413071293	5766
404	8.84490975115557	5845
405	8.8738662584301	5768
406	8.90282365543073	5886
407	8.93178194505168	5770
408	8.96074113018717	5959
409	8.98970121373143	5716
410	9.01866219857868	5622
411	9.04762408762313	5578
412	9.07658688375901	5762
413	9.10555058988053	5703
414	9.13451520888193	5534
415	9.16348074365741	5661
416	9.1924471971012	5742
417	9.22141457210752	5658
418	9.25038287157059	5583
419	9.27935209838464	5626
420	9.30832225544387	5584
421	9.33729334564252	5487
422	9.3662653718748	5663
423	9.39523833703494	5593
424	9.42421224401715	5537
425	9.45318709571566	5563
426	9.48216289502468	5567
427	9.51113964483844	5441
428	9.54011734805116	5558
429	9.56909600755706	5456
430	9.59807562625035	5669
431	9.62705620702527	5624
432	9.65603775277603	5643
433	9.68502026639684	5519
434	9.71400375078194	5542
435	9.74298820882554	5540
436	9.77197364342187	5526
437	9.80096005746514	5680
438	9.82994745384957	5515
439	9.85893583546939	5467
440	9.88792520521882	5442
441	9.91691556599207	5399
442	9.94590692068337	5342
443	9.97489927218694	5518
444	10.003892623397	5491
445	10.0328869772078	5412
446	10.0618823365135	5531
447	10.0908787042083	5576
448	10.1198760831865	5490
449	10.1488744763423	5519
450	10.17787388657	5566
451	10.2068743167636	5512
452	10.2358757698175	5506
453	10.2648782486259	5686
454	10.293881756083	5567
455	10.322886295083	5546
456	10.3518918685201	5633
457	10.3808984792886	5540
458	10.4099061302827	5533
459	10.4389148243966	5685
460	10.4679245645245	5686
461	10.4969353535606	5696
462	10.5259471943992	5535
463	10.5549600899345	5590
464	10.5839740430607	5536
465	10.612989056672	5456
466	10.6420051336626	5508
467	10.6710222769268	5551
468	10.7000404893588	5571
469	10.7290597738528	5665
470	10.7580801333031	5528
471	10.7871015706037	5479
472	10.8161240886491	5566
473	10.8451476903333	5501
474	10.8741723785507	5629
475	10.9031981561953	5545
476	10.9322250261616	5381
477	10.9612529913436	5426
478	10.9902820546356	5389
479	11.0193122189318	5398
480	11.0483434871264	5559
481	11.0773758621137	5449
482	11.1064093467879	5462
483	11.1354439440431	5666
484	11.1644796567737	5501
485	11.1935164878738	5689
486	11.2225544402377	5537
487	11.2515935167596	5429
488	11.2806337203336	5628
489	11.3096750538541	5432
490	11.3387175202152	5588
491	11.3677611223112	5535
492	11.3968058630363	5443
493	11.4258517452846	5453
494	11.4548987719505	5467
495	11.4839469459281	5480
496	11.5129962701117	5743
497	11.5420467473955	5449
498	11.5710983806737	5680
499	11.6001511728405	5656
500	11.6292051267902	5689
501	11.6582602454169	5668
502	11.6873165316149	5749
